;Orgão;Instrumento;Nº OBT;Valor OBT;Data Emissão;CPF/CNPJ;Fornecedor;Tipo DL;Código Item;IPT;Valor DL;Nº DL;Valor Item;Data Pagamento;Dia;Quinzena;Mês;Ano;Situação OBT;CNPJ 14FILL;CNPJ BÁSICO;CNPJ ORDEM;CNPJ DV;IDENTIFICADOR MATRIZ/FILIAL;NOME FANTASIA;SITUAÇÃO CADASTRAL;DATA SITUAÇÃO CADASTRAL;MOTIVO SITUAÇÃO CADASTRAL;CNAE FISCAL PRINCIPAL;CNAE FISCAL SECUNDÁRIA;TIPO DE LOGRADOURO;LOGRADOURO;NÚMERO;COMPLEMENTO;BAIRRO;CEP;SITUAÇÃO ESPECIAL;DATA DA SITUAÇÃO ESPECIAL;CNPJ;codigo;Código do município (IBGE);Nome do município;mun_upp;Região de Planejamento;REGIÃO DE PLANEJAMENTO;Nº LOTE;UNIDADE GERENCIADORA;Município;NÚMERO DE COZINHAS POR MUNICÍPIO;N° COZINHAS TOTAL /LOTE;N° COZINHAS FUNCIONANDO;FUNCIONANDO (TOTAL/LOTE);AGUARDANDO AUTORIZAÇÃO PARA ABRIR  (SALDO 2023-2024);AGUARDANDO AUTORIZAÇÃO PARA ABRIR  (SALDO 2023-2024) TOTAL;NOVAS COZINHAS (2025);TOTAL DE COZINHA PARA ABRIR;TOTAL GERAL COZINHAS/LOTE;REFEIÇÕES /DIA
2822;CÁRITAS DIOCESANA DE TIANGUA;1287149;20250506001410900;3055.0;2025-05-06;56208963000130;56208963 SIMONE LIMA DE OLIVEIRA;Nota Fiscal;122;"Serviço de preparo de alimento
";3055.0;22;3055.0;2025-05-07;7;1ªQuinzena;mai.;2025;Efetivada;56208963000130;56208963;0001;30;1;;02;20240801;00;5620104;9700500;DISTRITO;ITAGUARUNA;SN;;ITAGUARUNA;62331000;;;56208963000130;1569;2313401.0;Tianguá;TIANGUÁ;Serra da Ibiapaba;Serra da Ibiapaba;LOTE 29;INSTITUTO VEREDAS DA CIDADANIA;Tianguá;13.0;53.0;13.0;53.0;0.0;0.0;4.0;4.0;57.0;5.7
2823;CÁRITAS DIOCESANA DE TIANGUA;1287149;20250506001410900;5200.0;2025-05-06;52433863000156;52.433.863 TAYCHUAN DA SILVA PAULO;Nota Fiscal;122;"Serviço de preparo de alimento
";5200.0;22;5200.0;2025-05-07;7;1ªQuinzena;mai.;2025;Efetivada;52433863000156;52433863;0001;56;1;;02;20231005;00;5620104;5912099,7319002,7319099,9700500;RUA;FRANCISCA FELIPE DA COSTA;45;;SANTO EXPEDITO;62326020;;;52433863000156;1569;2313401.0;Tianguá;TIANGUÁ;Serra da Ibiapaba;Serra da Ibiapaba;LOTE 29;INSTITUTO VEREDAS DA CIDADANIA;Tianguá;13.0;53.0;13.0;53.0;0.0;0.0;4.0;4.0;57.0;5.7
2824;CÁRITAS DIOCESANA DE TIANGUA;1287149;20250506001410800;1040.0;2025-05-06;56137811000193;56.137.811 DIEGO VALE DE SOUSA;Nota Fiscal;122;"Serviço de preparo de alimento
";1040.0;16;1040.0;2025-05-07;7;1ªQuinzena;mai.;2025;Efetivada;56137811000193;56137811;0001;93;1;;02;20240729;00;5620104;9700500;RUA;RUA PREFEITO VALDEMIRO FERREIRA GOMES;0;;CENTRO;62380000;;;56137811000193;1401;2305001.0;Guaraciaba do Norte;GUARACIABA DO NORTE;Serra da Ibiapaba;Serra da Ibiapaba;LOTE 29;INSTITUTO VEREDAS DA CIDADANIA;Guaraciaba do Norte;5.0;53.0;5.0;53.0;0.0;0.0;4.0;4.0;57.0;5.7
2825;CÁRITAS DIOCESANA DE TIANGUA;1287149;20250506001410800;4680.0;2025-05-06;56123879000113;56123879 WESLEY BRENO SOUSA DOS SANTOS;Nota Fiscal;122;"Serviço de preparo de alimento
";4680.0;18;4680.0;2025-05-07;7;1ªQuinzena;mai.;2025;Efetivada;56123879000113;56123879;0001;13;1;;02;20240729;00;5620104;5620101,9700500;SITIO;CROATA;SN;;ZONA RURAL;62300000;;;56123879000113;1583;2314102.0;Viçosa do Ceará;VIÇOSA DO CEARÁ;Serra da Ibiapaba;Serra da Ibiapaba;LOTE 29;INSTITUTO VEREDAS DA CIDADANIA;Viçosa do Ceará;7.0;53.0;7.0;53.0;0.0;0.0;4.0;4.0;57.0;5.7
2826;CÁRITAS DIOCESANA DE TIANGUA;1287149;20250506001410800;4420.0;2025-05-06;52578202000119;52.578.202 CLAUDIO VALE DE SOUZA JUNIOR;Nota Fiscal;122;"Serviço de preparo de alimento
";4420.0;36;4420.0;2025-05-07;7;1ªQuinzena;mai.;2025;Efetivada;52578202000119;52578202;0001;19;1;;02;20231018;00;5620104;5620101,4729699,5612100,4721102,1091102,4772500,9700500;PRACA;DA MATRIZ;SN;;DISTRITO DE INHUCU;62370000;;;52578202000119;1547;2312304.0;São Benedito;SÃO BENEDITO;Serra da Ibiapaba;Serra da Ibiapaba;LOTE 29;INSTITUTO VEREDAS DA CIDADANIA;São Benedito;9.0;53.0;9.0;53.0;0.0;0.0;4.0;4.0;57.0;5.7
2827;CÁRITAS DIOCESANA DE TIANGUA;1287149;20250506001410900;1040.0;2025-05-06;47931382000130;47.931.382 VALERIA DE LIMA SILVA MORAES;Nota Fiscal;122;"Serviço de preparo de alimento
";1040.0;19;1040.0;2025-05-07;7;1ªQuinzena;mai.;2025;Efetivada;47931382000130;47931382;0001;30;1;;02;20220913;00;5620104;9700500;RUA;ROQUE JOAQUIM RODRIGUES;12;;PORTAL DOS BURITI;62370000;;;47931382000130;1547;2312304.0;São Benedito;SÃO BENEDITO;Serra da Ibiapaba;Serra da Ibiapaba;LOTE 29;INSTITUTO VEREDAS DA CIDADANIA;São Benedito;9.0;53.0;9.0;53.0;0.0;0.0;4.0;4.0;57.0;5.7
2828;CÁRITAS DIOCESANA DE TIANGUA;1287149;20250506001410900;1235.0;2025-05-06;56208963000130;56208963 SIMONE LIMA DE OLIVEIRA;Nota Fiscal;122;"Serviço de preparo de alimento
";1235.0;23;1235.0;2025-05-07;7;1ªQuinzena;mai.;2025;Efetivada;56208963000130;56208963;0001;30;1;;02;20240801;00;5620104;9700500;DISTRITO;ITAGUARUNA;SN;;ITAGUARUNA;62331000;;;56208963000130;1569;2313401.0;Tianguá;TIANGUÁ;Serra da Ibiapaba;Serra da Ibiapaba;LOTE 29;INSTITUTO VEREDAS DA CIDADANIA;Tianguá;13.0;53.0;13.0;53.0;0.0;0.0;4.0;4.0;57.0;5.7
2829;CÁRITAS DIOCESANA DE TIANGUA;1287149;20250512001413200;53744.34;2025-05-12;13164430000190;K DE SOUZA CUNHA ME;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);53744.34;11738;7768.8;2025-05-13;13;1ªQuinzena;mai.;2025;Efetivada;13164430000190;13164430;0001;90;1;;02;20110126;00;4712100;4684299,4691500,4721103,4722901,4772500;RUA;CAPITAO JOAQUIM LOURENCO;846;;CENTRO;62320049;;;13164430000190;1569;2313401.0;Tianguá;TIANGUÁ;Serra da Ibiapaba;Serra da Ibiapaba;LOTE 29;INSTITUTO VEREDAS DA CIDADANIA;Tianguá;13.0;53.0;13.0;53.0;0.0;0.0;4.0;4.0;57.0;5.7
2830;CÁRITAS DIOCESANA DE TIANGUA;1287149;20250512001413200;111772.44;2025-05-12;13164430000190;K DE SOUZA CUNHA ME;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);111772.44;11735;25696.8;2025-05-13;13;1ªQuinzena;mai.;2025;Efetivada;13164430000190;13164430;0001;90;1;;02;20110126;00;4712100;4684299,4691500,4721103,4722901,4772500;RUA;CAPITAO JOAQUIM LOURENCO;846;;CENTRO;62320049;;;13164430000190;1569;2313401.0;Tianguá;TIANGUÁ;Serra da Ibiapaba;Serra da Ibiapaba;LOTE 29;INSTITUTO VEREDAS DA CIDADANIA;Tianguá;13.0;53.0;13.0;53.0;0.0;0.0;4.0;4.0;57.0;5.7
2831;CÁRITAS DIOCESANA DE TIANGUA;1287149;20250512001413200;66353.75;2025-05-12;53751745000159;COOPSB;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);66353.75;1468;7050.0;2025-05-13;13;1ªQuinzena;mai.;2025;Efetivada;53751745000159;53751745;0001;59;1;COOPSB;02;20240201;00;4633801;0119905,0121101,0133499,1031700,1033301,1033302,4623199,4631100,4632002,4632003,4633802,4634601,4634602,4634699,4637104,4637199,4721103,4722901,4724500,4729699;RUA;RUA CORONEL TIBURCIO;SN;;CENTRO;62370000;;;53751745000159;1547;2312304.0;São Benedito;SÃO BENEDITO;Serra da Ibiapaba;Serra da Ibiapaba;LOTE 29;INSTITUTO VEREDAS DA CIDADANIA;São Benedito;9.0;53.0;9.0;53.0;0.0;0.0;4.0;4.0;57.0;5.7
2832;CÁRITAS DIOCESANA DE TIANGUA;1287149;20250512001413200;38208.45;2025-05-12;57980728000144;MERCANTIL D MARCIA;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);38208.45;9;5864.04;2025-05-13;13;1ªQuinzena;mai.;2025;Efetivada;57980728000144;57980728;0001;44;1;;02;20241105;00;4930202;4712100,4724500,4729699,5250804;RUA;RAIMUNDINHA BELEM;576;;CIDADE ALTA;62370000;;;57980728000144;1547;2312304.0;São Benedito;SÃO BENEDITO;Serra da Ibiapaba;Serra da Ibiapaba;LOTE 29;INSTITUTO VEREDAS DA CIDADANIA;São Benedito;9.0;53.0;9.0;53.0;0.0;0.0;4.0;4.0;57.0;5.7
2833;CÁRITAS DIOCESANA DE TIANGUA;1287149;20250514001414300;35310.0;2025-05-14;9228212000103;N DE AGUIAR MOREIRA;Nota Fiscal;212;"Embalagens e Descartáveis  (marmita, colher e touca) 
";35310.0;38;31500.0;2025-05-15;15;1ªQuinzena;mai.;2025;Efetivada;09228212000103;09228212;0001;03;1;SERRA PLAST;02;20071128;00;4686902;4637107,4639701,4645101,4647801,4649408,4649499,7729202,7729299;AVENIDA;PREFEITO JACQUES NUNES;1160;LETRA A;CENTRO;62320069;;;09228212000103;1569;2313401.0;Tianguá;TIANGUÁ;Serra da Ibiapaba;Serra da Ibiapaba;LOTE 29;INSTITUTO VEREDAS DA CIDADANIA;Tianguá;13.0;53.0;13.0;53.0;0.0;0.0;4.0;4.0;57.0;5.7
2834;CÁRITAS DIOCESANA DE TIANGUA;1287149;20250514001414400;33311.78;2025-05-14;9228212000103;N DE AGUIAR MOREIRA;Nota Fiscal;213;"Material de Higienização e Limpeza 
";33311.78;1;3725.67;2025-05-15;15;1ªQuinzena;mai.;2025;Efetivada;09228212000103;09228212;0001;03;1;SERRA PLAST;02;20071128;00;4686902;4637107,4639701,4645101,4647801,4649408,4649499,7729202,7729299;AVENIDA;PREFEITO JACQUES NUNES;1160;LETRA A;CENTRO;62320069;;;09228212000103;1569;2313401.0;Tianguá;TIANGUÁ;Serra da Ibiapaba;Serra da Ibiapaba;LOTE 29;INSTITUTO VEREDAS DA CIDADANIA;Tianguá;13.0;53.0;13.0;53.0;0.0;0.0;4.0;4.0;57.0;5.7
2835;CÁRITAS DIOCESANA DE TIANGUA;1287149;20250514001414400;41041.56;2025-05-14;57980728000144;MERCANTIL D MARCIA;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);41041.56;11;5864.04;2025-05-15;15;1ªQuinzena;mai.;2025;Efetivada;57980728000144;57980728;0001;44;1;;02;20241105;00;4930202;4712100,4724500,4729699,5250804;RUA;RAIMUNDINHA BELEM;576;;CIDADE ALTA;62370000;;;57980728000144;1547;2312304.0;São Benedito;SÃO BENEDITO;Serra da Ibiapaba;Serra da Ibiapaba;LOTE 29;INSTITUTO VEREDAS DA CIDADANIA;São Benedito;9.0;53.0;9.0;53.0;0.0;0.0;4.0;4.0;57.0;5.7
2836;CÁRITAS DIOCESANA DE TIANGUA;1287149;20250530001421900;79250.55;2025-05-30;57980728000144;MERCANTIL D MARCIA;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);79250.55;16;13962.0;2025-06-02;2;1ªQuinzena;jun.;2025;Efetivada;57980728000144;57980728;0001;44;1;;02;20241105;00;4930202;4712100,4724500,4729699,5250804;RUA;RAIMUNDINHA BELEM;576;;CIDADE ALTA;62370000;;;57980728000144;1547;2312304.0;São Benedito;SÃO BENEDITO;Serra da Ibiapaba;Serra da Ibiapaba;LOTE 29;INSTITUTO VEREDAS DA CIDADANIA;São Benedito;9.0;53.0;9.0;53.0;0.0;0.0;4.0;4.0;57.0;5.7
2837;CÁRITAS DIOCESANA DE TIANGUA;1287149;20250530001421900;64885.89;2025-05-30;53751745000159;COOPSB;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);64885.89;1557;6900.0;2025-06-02;2;1ªQuinzena;jun.;2025;Efetivada;53751745000159;53751745;0001;59;1;COOPSB;02;20240201;00;4633801;0119905,0121101,0133499,1031700,1033301,1033302,4623199,4631100,4632002,4632003,4633802,4634601,4634602,4634699,4637104,4637199,4721103,4722901,4724500,4729699;RUA;RUA CORONEL TIBURCIO;SN;;CENTRO;62370000;;;53751745000159;1547;2312304.0;São Benedito;SÃO BENEDITO;Serra da Ibiapaba;Serra da Ibiapaba;LOTE 29;INSTITUTO VEREDAS DA CIDADANIA;São Benedito;9.0;53.0;9.0;53.0;0.0;0.0;4.0;4.0;57.0;5.7
2838;CÁRITAS DIOCESANA DE TIANGUA;1287149;20250603001423200;57443.4;2025-06-03;7146710000173;J. FRIOS LTDA;Nota Fiscal;212;"Embalagens e Descartáveis  (marmita, colher e touca) 
";57443.4;1219340;15990.45;2025-06-04;4;1ªQuinzena;jun.;2025;Efetivada;07146710000173;07146710;0001;73;1;;02;20041221;00;4639701;4721103,4722901,4722902,4637199;AVENIDA;PREFEITO JACQUES NUNES;895;;DOM TIMOTEO;62320450;;;07146710000173;1569;2313401.0;Tianguá;TIANGUÁ;Serra da Ibiapaba;Serra da Ibiapaba;LOTE 29;INSTITUTO VEREDAS DA CIDADANIA;Tianguá;13.0;53.0;13.0;53.0;0.0;0.0;4.0;4.0;57.0;5.7
2839;CÁRITAS DIOCESANA DE TIANGUA;1287149;20250530001421900;22400.0;2025-05-30;6941212000150;A S AUTO LOCADORA LTDA - ME;Nota Fiscal;121;"Deslocamento e LogÍstica (combustiveis, locação de veiculos)
";22400.0;366;3500.0;2025-06-02;2;1ªQuinzena;jun.;2025;Efetivada;06941212000150;06941212;0001;50;1;ATLANTICA RENT A CAR;02;0;00;7711000;;AVENIDA;MONSENHOR TABOSA;1313;LOJA  03;MEIRELES;60165065;;;06941212000150;1389;2304400.0;Fortaleza;FORTALEZA;Grande Fortaleza;;;;;;;;;;;;;;
2840;CÁRITAS DIOCESANA DE TIANGUA;1287149;20250609001427600;99539.07;2025-06-09;13164430000190;K DE SOUZA CUNHA ME;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);99539.07;1;20318.4;2025-06-11;11;1ªQuinzena;jun.;2025;Efetivada;13164430000190;13164430;0001;90;1;;02;20110126;00;4712100;4684299,4691500,4721103,4722901,4772500;RUA;CAPITAO JOAQUIM LOURENCO;846;;CENTRO;62320049;;;13164430000190;1569;2313401.0;Tianguá;TIANGUÁ;Serra da Ibiapaba;Serra da Ibiapaba;LOTE 29;INSTITUTO VEREDAS DA CIDADANIA;Tianguá;13.0;53.0;13.0;53.0;0.0;0.0;4.0;4.0;57.0;5.7
2841;CÁRITAS DIOCESANA DE TIANGUA;1287149;20250610001428500;20787.7;2025-06-10;53751745000159;COOPSB;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);20787.7;1;360.0;2025-06-11;11;1ªQuinzena;jun.;2025;Efetivada;53751745000159;53751745;0001;59;1;COOPSB;02;20240201;00;4633801;0119905,0121101,0133499,1031700,1033301,1033302,4623199,4631100,4632002,4632003,4633802,4634601,4634602,4634699,4637104,4637199,4721103,4722901,4724500,4729699;RUA;RUA CORONEL TIBURCIO;SN;;CENTRO;62370000;;;53751745000159;1547;2312304.0;São Benedito;SÃO BENEDITO;Serra da Ibiapaba;Serra da Ibiapaba;LOTE 29;INSTITUTO VEREDAS DA CIDADANIA;São Benedito;9.0;53.0;9.0;53.0;0.0;0.0;4.0;4.0;57.0;5.7
2842;CÁRITAS DIOCESANA DE TIANGUA;1287149;20250611001429400;8153.19;2025-06-11;57980728000144;MERCANTIL D MARCIA;Nota Fiscal;211;Gêneros Alimentícios ( Proteínas, Carboidratos, Hortaliças, Sódios e Lipídios);8153.19;17;394.2;2025-06-12;12;1ªQuinzena;jun.;2025;Efetivada;57980728000144;57980728;0001;44;1;;02;20241105;00;4930202;4712100,4724500,4729699,5250804;RUA;RAIMUNDINHA BELEM;576;;CIDADE ALTA;62370000;;;57980728000144;1547;2312304.0;São Benedito;SÃO BENEDITO;Serra da Ibiapaba;Serra da Ibiapaba;LOTE 29;INSTITUTO VEREDAS DA CIDADANIA;São Benedito;9.0;53.0;9.0;53.0;0.0;0.0;4.0;4.0;57.0;5.7
2843;CÁRITAS DIOCESANA DE TIANGUA;1287149;20250612001430200;1495.0;2025-06-12;53171361000167;53.171.361 MARIA LUCIA FERREIRA VITORINO;Nota Fiscal;122;"Serviço de preparo de alimento
";1495.0;39;1495.0;2025-06-13;13;1ªQuinzena;jun.;2025;Efetivada;53171361000167;53171361;0001;67;1;;02;20231212;00;5620104;;DISTRITO;OITICICAS;SN;;OITICICAS;62310000;;;53171361000167;1583;2314102.0;Viçosa do Ceará;VIÇOSA DO CEARÁ;Serra da Ibiapaba;Serra da Ibiapaba;LOTE 29;INSTITUTO VEREDAS DA CIDADANIA;Viçosa do Ceará;7.0;53.0;7.0;53.0;0.0;0.0;4.0;4.0;57.0;5.7
2844;CÁRITAS DIOCESANA DE TIANGUA;1287149;20250612001430200;4485.0;2025-06-12;53171361000167;53.171.361 MARIA LUCIA FERREIRA VITORINO;Nota Fiscal;122;"Serviço de preparo de alimento
";4485.0;40;4485.0;2025-06-13;13;1ªQuinzena;jun.;2025;Efetivada;53171361000167;53171361;0001;67;1;;02;20231212;00;5620104;;DISTRITO;OITICICAS;SN;;OITICICAS;62310000;;;53171361000167;1583;2314102.0;Viçosa do Ceará;VIÇOSA DO CEARÁ;Serra da Ibiapaba;Serra da Ibiapaba;LOTE 29;INSTITUTO VEREDAS DA CIDADANIA;Viçosa do Ceará;7.0;53.0;7.0;53.0;0.0;0.0;4.0;4.0;57.0;5.7
2845;CÁRITAS DIOCESANA DE TIANGUA;1287149;20250612001430200;7475.0;2025-06-12;56123879000113;56123879 WESLEY BRENO SOUSA DOS SANTOS;Nota Fiscal;122;"Serviço de preparo de alimento
";7475.0;19;7475.0;2025-06-13;13;1ªQuinzena;jun.;2025;Efetivada;56123879000113;56123879;0001;13;1;;02;20240729;00;5620104;5620101,9700500;SITIO;CROATA;SN;;ZONA RURAL;62300000;;;56123879000113;1583;2314102.0;Viçosa do Ceará;VIÇOSA DO CEARÁ;Serra da Ibiapaba;Serra da Ibiapaba;LOTE 29;INSTITUTO VEREDAS DA CIDADANIA;Viçosa do Ceará;7.0;53.0;7.0;53.0;0.0;0.0;4.0;4.0;57.0;5.7
2846;CÁRITAS DIOCESANA DE TIANGUA;1287149;20250612001430200;1495.0;2025-06-12;52408541000157;52.408.541 BEATRIZ ARAUJO BRITO;Nota Fiscal;122;"Serviço de preparo de alimento
";1495.0;20;1495.0;2025-06-13;13;1ªQuinzena;jun.;2025;Efetivada;52408541000157;52408541;0001;57;1;;02;20231003;00;5620104;9700500;RUA;DO ESTUDANTE;S/N;;VILA DE QUATIGUABA;62300000;;;52408541000157;1583;2314102.0;Viçosa do Ceará;VIÇOSA DO CEARÁ;Serra da Ibiapaba;Serra da Ibiapaba;LOTE 29;INSTITUTO VEREDAS DA CIDADANIA;Viçosa do Ceará;7.0;53.0;7.0;53.0;0.0;0.0;4.0;4.0;57.0;5.7
2847;CÁRITAS DIOCESANA DE TIANGUA;1287149;20250612001430200;5890.0;2025-06-12;43503737000130;43.503.737 MARIA AURILENE DOS SANTOS FONTELES;Nota Fiscal;122;"Serviço de preparo de alimento
";5980.0;59;5980.0;2025-06-13;13;1ªQuinzena;jun.;2025;Efetivada;43503737000130;43503737;0001;30;1;;02;20210914;00;5620104;1096100,5620101,4729699,1031700,8599605,8599604,1033302,4721102,1094500,1091101,9700500;RUA;OSCAR NUNES;207;;SEMINARIO;62327175;;;43503737000130;1569;2313401.0;Tianguá;TIANGUÁ;Serra da Ibiapaba;Serra da Ibiapaba;LOTE 29;INSTITUTO VEREDAS DA CIDADANIA;Tianguá;13.0;53.0;13.0;53.0;0.0;0.0;4.0;4.0;57.0;5.7
2848;CÁRITAS DIOCESANA DE TIANGUA;1287149;20250612001430200;6305.0;2025-06-12;52433863000156;52.433.863 TAYCHUAN DA SILVA PAULO;Nota Fiscal;122;"Serviço de preparo de alimento
";6305.0;23;6305.0;2025-06-13;13;1ªQuinzena;jun.;2025;Efetivada;52433863000156;52433863;0001;56;1;;02;20231005;00;5620104;5912099,7319002,7319099,9700500;RUA;FRANCISCA FELIPE DA COSTA;45;;SANTO EXPEDITO;62326020;;;52433863000156;1569;2313401.0;Tianguá;TIANGUÁ;Serra da Ibiapaba;Serra da Ibiapaba;LOTE 29;INSTITUTO VEREDAS DA CIDADANIA;Tianguá;13.0;53.0;13.0;53.0;0.0;0.0;4.0;4.0;57.0;5.7
2849;CÁRITAS DIOCESANA DE TIANGUA;1287149;20250612001430200;7475.0;2025-06-12;52432722000119;52.532.722 ANTONIO RAFAEL SILVA SOUSA;Nota Fiscal;122;"Serviço de preparo de alimento
";7475.0;47;7475.0;2025-06-13;13;1ªQuinzena;jun.;2025;Efetivada;52432722000119;52432722;0001;19;1;;02;20231005;00;5620104;9700500;RUA;DO MEIO;SN;CASA RUA PROJETADA 01;SANTO ANTONIO;62324095;;;52432722000119;1569;2313401.0;Tianguá;TIANGUÁ;Serra da Ibiapaba;Serra da Ibiapaba;LOTE 29;INSTITUTO VEREDAS DA CIDADANIA;Tianguá;13.0;53.0;13.0;53.0;0.0;0.0;4.0;4.0;57.0;5.7
2850;CÁRITAS DIOCESANA DE TIANGUA;1287149;20250612001430200;1495.0;2025-06-12;20305303000120;20.305.303 ANTONIA DA CONCEIÇÃO FERREIRA;Nota Fiscal;122;"Serviço de preparo de alimento
";1495.0;20;1495.0;2025-06-13;13;1ªQuinzena;jun.;2025;Efetivada;20305303000120;20305303;0001;20;1;;02;20140523;00;1031700;1065101;AREA;RURAL;SN;CONJ NOVA ESPERANCA;AREA RURAL DE TIANGUA;62329899;;;20305303000120;1569;2313401.0;Tianguá;TIANGUÁ;Serra da Ibiapaba;Serra da Ibiapaba;LOTE 29;INSTITUTO VEREDAS DA CIDADANIA;Tianguá;13.0;53.0;13.0;53.0;0.0;0.0;4.0;4.0;57.0;5.7
2851;CÁRITAS DIOCESANA DE TIANGUA;1287149;20250612001430200;1495.0;2025-06-12;46052713000108;46.052.713 MILTON NEVES DA SILVA;Nota Fiscal;122;"Serviço de preparo de alimento
";1495.0;22;1495.0;2025-06-13;13;1ªQuinzena;jun.;2025;Efetivada;46052713000108;46052713;0001;08;1;;02;20220418;00;5620104;4330404,9700500;RUA;JUVENCIO LUIS PEREIRA;244;;CENTRO;62350000;;;46052713000108;1573;2313609.0;Ubajara;UBAJARA;Serra da Ibiapaba;Serra da Ibiapaba;LOTE 29;INSTITUTO VEREDAS DA CIDADANIA;Ubajara;5.0;53.0;5.0;53.0;0.0;0.0;4.0;4.0;57.0;5.7
2852;CÁRITAS DIOCESANA DE TIANGUA;1287149;20250612001430200;1495.0;2025-06-12;50665267000176;50.665.267 LEIA DE SOUSA LIMA;Nota Fiscal;122;"Serviço de preparo de alimento
";1495.0;22;1495.0;2025-06-13;13;1ªQuinzena;jun.;2025;Efetivada;50665267000176;50665267;0001;76;1;;02;20230514;00;5620104;1340599,9700500;10A RUA;SDO;0;;SAO SEBASTIAO;62350000;;;50665267000176;1573;2313609.0;Ubajara;UBAJARA;Serra da Ibiapaba;Serra da Ibiapaba;LOTE 29;INSTITUTO VEREDAS DA CIDADANIA;Ubajara;5.0;53.0;5.0;53.0;0.0;0.0;4.0;4.0;57.0;5.7
2853;CÁRITAS DIOCESANA DE TIANGUA;1287149;20250612001430200;4485.0;2025-06-12;56208963000130;56208963 SIMONE LIMA DE OLIVEIRA;Nota Fiscal;122;"Serviço de preparo de alimento
";4485.0;24;4485.0;2025-06-13;13;1ªQuinzena;jun.;2025;Efetivada;56208963000130;56208963;0001;30;1;;02;20240801;00;5620104;9700500;DISTRITO;ITAGUARUNA;SN;;ITAGUARUNA;62331000;;;56208963000130;1569;2313401.0;Tianguá;TIANGUÁ;Serra da Ibiapaba;Serra da Ibiapaba;LOTE 29;INSTITUTO VEREDAS DA CIDADANIA;Tianguá;13.0;53.0;13.0;53.0;0.0;0.0;4.0;4.0;57.0;5.7
2854;CÁRITAS DIOCESANA DE TIANGUA;1287149;20250612001430200;4485.0;2025-06-12;52573030000190;52.573.030 ANA LUCIA FERREIRA GOMES;Nota Fiscal;122;"Serviço de preparo de alimento
";4485.0;32;4485.0;2025-06-13;13;1ªQuinzena;jun.;2025;Efetivada;52573030000190;52573030;0001;90;1;;02;20231018;00;5620104;9700500;10A AVENIDA;SALMITO FERREIRA DE ALMEIDA;817;;CRUZEIRO;62370000;;;52573030000190;1547;2312304.0;São Benedito;SÃO BENEDITO;Serra da Ibiapaba;Serra da Ibiapaba;LOTE 29;INSTITUTO VEREDAS DA CIDADANIA;São Benedito;9.0;53.0;9.0;53.0;0.0;0.0;4.0;4.0;57.0;5.7
2855;CÁRITAS DIOCESANA DE TIANGUA;1287149;20250612001430200;5980.0;2025-06-12;52574612000191;52.574.612 ANA LUCIA BARBOSA GOMES;Nota Fiscal;122;"Serviço de preparo de alimento
";5980.0;40;5980.0;2025-06-13;13;1ªQuinzena;jun.;2025;Efetivada;52574612000191;52574612;0001;91;1;;02;20231018;00;5620104;9700500;10A RUA;JOSE INACIO DE AGUIAR;315;;CRUZEIRO;62370000;;;52574612000191;1547;2312304.0;São Benedito;SÃO BENEDITO;Serra da Ibiapaba;Serra da Ibiapaba;LOTE 29;INSTITUTO VEREDAS DA CIDADANIA;São Benedito;9.0;53.0;9.0;53.0;0.0;0.0;4.0;4.0;57.0;5.7
2856;CÁRITAS DIOCESANA DE TIANGUA;1287149;20250612001430200;1495.0;2025-06-12;52575801000189;52.575.801 ANA KAROLINE SILVA CORREIA;Nota Fiscal;122;"Serviço de preparo de alimento
";1495.0;21;1495.0;2025-06-13;13;1ªQuinzena;jun.;2025;Efetivada;52575801000189;52575801;0001;89;1;;02;20231018;00;5620104;8599604,9700500;SITIO;CARNAUBA 2;SN;;ZONA RURAL;62370000;;;52575801000189;1547;2312304.0;São Benedito;SÃO BENEDITO;Serra da Ibiapaba;Serra da Ibiapaba;LOTE 29;INSTITUTO VEREDAS DA CIDADANIA;São Benedito;9.0;53.0;9.0;53.0;0.0;0.0;4.0;4.0;57.0;5.7
